# Time C0_Drag C0_Lift
1.430400e+02 1.297394e+00 8.670864e-01
1.431200e+02 1.293956e+00 7.524364e-01
1.432000e+02 1.291425e+00 6.313076e-01
1.432800e+02 1.289826e+00 5.053693e-01
1.433600e+02 1.289880e+00 3.953605e-01
1.434400e+02 1.290913e+00 2.566078e-01
1.435200e+02 1.291221e+00 1.281861e-01
1.436000e+02 1.293264e+00 -6.991315e-03
1.436800e+02 1.299125e+00 -1.410305e-01
1.437600e+02 1.307096e+00 -2.706606e-01
1.438400e+02 1.317202e+00 -3.957533e-01
1.439200e+02 1.329401e+00 -5.189977e-01
1.440000e+02 1.343389e+00 -6.344623e-01
1.440800e+02 1.358344e+00 -7.428491e-01
1.441600e+02 1.373765e+00 -8.431143e-01
1.442400e+02 1.389082e+00 -9.361903e-01
1.443200e+02 1.403701e+00 -1.018774e+00
1.444000e+02 1.417359e+00 -1.089272e+00
1.444800e+02 1.430159e+00 -1.159096e+00
1.445600e+02 1.442929e+00 -1.212407e+00
1.446400e+02 1.453396e+00 -1.254870e+00
1.447200e+02 1.461347e+00 -1.286394e+00
1.448000e+02 1.466746e+00 -1.304602e+00
1.448800e+02 1.469574e+00 -1.311719e+00
1.449600e+02 1.470055e+00 -1.307400e+00
1.450400e+02 1.468398e+00 -1.291715e+00
1.451200e+02 1.464839e+00 -1.264861e+00
1.452000e+02 1.459564e+00 -1.227989e+00
1.452800e+02 1.452717e+00 -1.180318e+00
1.453600e+02 1.444738e+00 -1.122816e+00
1.454400e+02 1.435759e+00 -1.052805e+00
1.455200e+02 1.425943e+00 -9.755420e-01
1.456000e+02 1.415776e+00 -8.905216e-01
1.456800e+02 1.405201e+00 -7.898690e-01
1.457600e+02 1.394193e+00 -6.835856e-01
1.458400e+02 1.383274e+00 -5.665829e-01
1.459200e+02 1.371089e+00 -4.477576e-01
1.460000e+02 1.359240e+00 -3.208260e-01
1.460800e+02 1.348905e+00 -1.932965e-01
1.461600e+02 1.339202e+00 -6.301240e-02
1.462400e+02 1.330067e+00 6.452656e-02
1.463200e+02 1.321354e+00 1.966041e-01
1.464000e+02 1.313628e+00 3.310547e-01
1.464800e+02 1.306948e+00 4.575781e-01
1.465600e+02 1.301631e+00 5.932175e-01
1.466400e+02 1.298353e+00 7.241056e-01
1.467200e+02 1.297169e+00 8.507071e-01
1.468000e+02 1.296133e+00 9.705531e-01
1.468800e+02 1.296814e+00 1.077367e+00
1.469600e+02 1.299051e+00 1.179558e+00
1.470400e+02 1.303516e+00 1.281075e+00
1.471200e+02 1.310808e+00 1.367764e+00
1.472000e+02 1.318249e+00 1.444617e+00
1.472800e+02 1.325301e+00 1.511220e+00
1.473600e+02 1.331642e+00 1.567142e+00
1.474400e+02 1.337081e+00 1.612046e+00
1.475200e+02 1.341505e+00 1.645690e+00
1.476000e+02 1.344874e+00 1.667936e+00
1.476800e+02 1.347239e+00 1.679616e+00
1.477600e+02 1.348623e+00 1.680258e+00
1.478400e+02 1.348483e+00 1.676764e+00
1.479200e+02 1.347006e+00 1.658491e+00
1.480000e+02 1.344512e+00 1.629144e+00
1.480800e+02 1.341276e+00 1.583283e+00
1.481600e+02 1.337898e+00 1.529549e+00
1.482400e+02 1.333825e+00 1.463457e+00
1.483200e+02 1.330262e+00 1.391355e+00
1.484000e+02 1.326494e+00 1.311300e+00
1.484800e+02 1.322710e+00 1.223855e+00
1.485600e+02 1.319105e+00 1.129644e+00
1.486400e+02 1.315825e+00 1.029286e+00
1.487200e+02 1.312568e+00 9.165388e-01
1.488000e+02 1.308679e+00 8.015385e-01
1.488800e+02 1.305546e+00 6.825317e-01
1.489600e+02 1.303509e+00 5.551659e-01
1.490400e+02 1.302617e+00 4.335098e-01
1.491200e+02 1.302202e+00 2.983065e-01
1.492000e+02 1.301876e+00 1.696365e-01
1.492800e+02 1.303128e+00 3.729021e-02
1.493600e+02 1.307061e+00 -1.016262e-01
1.494400e+02 1.314570e+00 -2.333186e-01
1.495200e+02 1.324487e+00 -3.606081e-01
1.496000e+02 1.336622e+00 -4.864054e-01
1.496800e+02 1.350639e+00 -6.045741e-01
1.497600e+02 1.365701e+00 -7.158674e-01
1.498400e+02 1.381300e+00 -8.192178e-01
1.499200e+02 1.396862e+00 -9.157777e-01
1.500000e+02 1.411772e+00 -1.001887e+00
1.500800e+02 1.425750e+00 -1.077594e+00
1.501600e+02 1.438887e+00 -1.150010e+00
1.502400e+02 1.452222e+00 -1.206843e+00
1.503200e+02 1.463275e+00 -1.252944e+00
1.504000e+02 1.471812e+00 -1.288185e+00
1.504800e+02 1.477810e+00 -1.312406e+00
1.505600e+02 1.481315e+00 -1.322659e+00
1.506400e+02 1.482328e+00 -1.322135e+00
1.507200e+02 1.481141e+00 -1.310300e+00
1.508000e+02 1.477988e+00 -1.287315e+00
1.508800e+02 1.473056e+00 -1.254079e+00
1.509600e+02 1.466500e+00 -1.210092e+00
1.510400e+02 1.458694e+00 -1.156145e+00
1.511200e+02 1.449772e+00 -1.089727e+00
1.512000e+02 1.439899e+00 -1.015838e+00
1.512800e+02 1.429552e+00 -9.340535e-01
1.513600e+02 1.418822e+00 -8.430718e-01
1.514400e+02 1.407627e+00 -7.363442e-01
1.515200e+02 1.396372e+00 -6.214485e-01
1.516000e+02 1.383649e+00 -5.047765e-01
1.516800e+02 1.371149e+00 -3.796673e-01
1.517600e+02 1.360031e+00 -2.537260e-01
1.518400e+02 1.349387e+00 -1.246847e-01
1.519200e+02 1.339170e+00 1.923821e-03
1.520000e+02 1.329244e+00 1.334529e-01
1.520800e+02 1.320177e+00 2.676843e-01
1.521600e+02 1.312040e+00 3.944932e-01
1.522400e+02 1.305168e+00 5.311077e-01
1.523200e+02 1.300148e+00 6.615465e-01
1.524000e+02 1.297334e+00 7.849560e-01
1.524800e+02 1.296248e+00 9.097509e-01
1.525600e+02 1.295407e+00 1.019495e+00
1.526400e+02 1.295887e+00 1.124454e+00
1.527200e+02 1.298240e+00 1.220684e+00
1.528000e+02 1.302437e+00 1.315888e+00
1.528800e+02 1.309171e+00 1.395899e+00
1.529600e+02 1.315835e+00 1.465813e+00
1.530400e+02 1.321957e+00 1.525297e+00
1.531200e+02 1.327286e+00 1.573969e+00
1.532000e+02 1.331685e+00 1.611604e+00
1.532800e+02 1.335097e+00 1.637983e+00
1.533600e+02 1.337575e+00 1.654270e+00
1.534400e+02 1.339179e+00 1.658184e+00
1.535200e+02 1.339356e+00 1.660210e+00
1.536000e+02 1.338116e+00 1.646801e+00
1.536800e+02 1.335886e+00 1.622258e+00
1.537600e+02 1.332900e+00 1.582936e+00
1.538400e+02 1.329668e+00 1.533320e+00
1.539200e+02 1.326038e+00 1.472076e+00
1.540000e+02 1.322857e+00 1.404743e+00
1.540800e+02 1.319391e+00 1.329212e+00
1.541600e+02 1.315815e+00 1.246226e+00
1.542400e+02 1.312322e+00 1.156311e+00
1.543200e+02 1.309064e+00 1.060142e+00
1.544000e+02 1.305735e+00 9.514693e-01
1.544800e+02 1.301662e+00 8.403810e-01
1.545600e+02 1.298213e+00 7.251439e-01
1.546400e+02 1.295619e+00 6.037340e-01
1.547200e+02 1.293704e+00 4.835823e-01
1.548000e+02 1.293073e+00 3.591103e-01
1.548800e+02 1.293541e+00 2.252308e-01
1.549600e+02 1.294030e+00 9.840148e-02
1.550400e+02 1.296121e+00 -3.908291e-02
1.551200e+02 1.301706e+00 -1.698084e-01
1.552000e+02 1.309673e+00 -2.969175e-01
1.552800e+02 1.319930e+00 -4.234521e-01
1.553600e+02 1.332200e+00 -5.429801e-01
1.554400e+02 1.345731e+00 -6.562601e-01
1.555200e+02 1.360051e+00 -7.621466e-01
1.556000e+02 1.374684e+00 -8.596661e-01
1.556800e+02 1.389126e+00 -9.480599e-01
1.557600e+02 1.402896e+00 -1.026733e+00
1.558400e+02 1.415557e+00 -1.095233e+00
1.559200e+02 1.427176e+00 -1.162252e+00
1.560000e+02 1.438807e+00 -1.212747e+00
1.560800e+02 1.448220e+00 -1.252431e+00
1.561600e+02 1.455224e+00 -1.281242e+00
1.562400e+02 1.459821e+00 -1.299085e+00
1.563200e+02 1.462074e+00 -1.302689e+00
1.564000e+02 1.461976e+00 -1.295814e+00
1.564800e+02 1.459861e+00 -1.277905e+00
1.565600e+02 1.455963e+00 -1.248868e+00
1.566400e+02 1.450461e+00 -1.210614e+00
1.567200e+02 1.443531e+00 -1.161700e+00
1.568000e+02 1.435450e+00 -1.100425e+00
1.568800e+02 1.426390e+00 -1.031357e+00
1.569600e+02 1.416802e+00 -9.541577e-01
1.570400e+02 1.406886e+00 -8.693439e-01
1.571200e+02 1.396681e+00 -7.663934e-01
1.572000e+02 1.386453e+00 -6.630034e-01
1.572800e+02 1.375553e+00 -5.471544e-01
1.573600e+02 1.363603e+00 -4.253457e-01
1.574400e+02 1.352726e+00 -3.027543e-01
1.575200e+02 1.342227e+00 -1.767973e-01
1.576000e+02 1.332468e+00 -5.936712e-02
1.576800e+02 1.323899e+00 7.294805e-02
1.577600e+02 1.314893e+00 2.037237e-01
1.578400e+02 1.306970e+00 3.366043e-01
1.579200e+02 1.300162e+00 4.616117e-01
1.580000e+02 1.294766e+00 5.954291e-01
1.580800e+02 1.291441e+00 7.246061e-01
1.581600e+02 1.290211e+00 8.493119e-01
1.582400e+02 1.289130e+00 9.674261e-01
1.583200e+02 1.289731e+00 1.072668e+00
1.584000e+02 1.291855e+00 1.173350e+00
1.584800e+02 1.295709e+00 1.265310e+00
1.585600e+02 1.301096e+00 1.356141e+00
1.586400e+02 1.308717e+00 1.431797e+00
1.587200e+02 1.315998e+00 1.497256e+00
1.588000e+02 1.322515e+00 1.552191e+00
1.588800e+02 1.328062e+00 1.596266e+00
1.589600e+02 1.332532e+00 1.629201e+00
1.590400e+02 1.335961e+00 1.652196e+00
1.591200e+02 1.338387e+00 1.662693e+00
1.592000e+02 1.339685e+00 1.662891e+00
1.592800e+02 1.339454e+00 1.659007e+00
1.593600e+02 1.337896e+00 1.640411e+00
1.594400e+02 1.335477e+00 1.608113e+00
1.595200e+02 1.332732e+00 1.563962e+00
1.596000e+02 1.329180e+00 1.510158e+00
1.596800e+02 1.324942e+00 1.444060e+00
1.597600e+02 1.321272e+00 1.371964e+00
1.598400e+02 1.317468e+00 1.291983e+00
1.599200e+02 1.313720e+00 1.204638e+00
1.600000e+02 1.310214e+00 1.110575e+00
1.600800e+02 1.307094e+00 1.010374e+00
1.601600e+02 1.304053e+00 8.977738e-01
1.602400e+02 1.300438e+00 7.829423e-01
1.603200e+02 1.297650e+00 6.640983e-01
1.604000e+02 1.296016e+00 5.370765e-01
1.604800e+02 1.295561e+00 4.156595e-01
1.605600e+02 1.295667e+00 2.806394e-01
1.606400e+02 1.295932e+00 1.521987e-01
1.607200e+02 1.297858e+00 2.007140e-02
1.608000e+02 1.302533e+00 -1.183408e-01
1.608800e+02 1.310830e+00 -2.497345e-01
1.609600e+02 1.321610e+00 -3.767911e-01
1.610400e+02 1.334677e+00 -5.022834e-01
1.611200e+02 1.349693e+00 -6.203286e-01
1.612000e+02 1.365787e+00 -7.316736e-01
1.612800e+02 1.382373e+00 -8.374779e-01
1.613600e+02 1.398788e+00 -9.334346e-01
1.614400e+02 1.414728e+00 -1.019458e+00
1.615200e+02 1.429709e+00 -1.095124e+00
1.616000e+02 1.443715e+00 -1.168974e+00
1.616800e+02 1.457754e+00 -1.224794e+00
1.617600e+02 1.469556e+00 -1.270552e+00
1.618400e+02 1.478727e+00 -1.305380e+00
1.619200e+02 1.485214e+00 -1.327073e+00
1.620000e+02 1.488997e+00 -1.337545e+00
1.620800e+02 1.490276e+00 -1.336471e+00
1.621600e+02 1.489259e+00 -1.323927e+00
1.622400e+02 1.486170e+00 -1.300079e+00
1.623200e+02 1.481227e+00 -1.266339e+00
1.624000e+02 1.474590e+00 -1.220911e+00
1.624800e+02 1.466573e+00 -1.165682e+00
1.625600e+02 1.457388e+00 -1.097672e+00
1.626400e+02 1.447210e+00 -1.022213e+00
1.627200e+02 1.436558e+00 -9.388016e-01
1.628000e+02 1.425529e+00 -8.460240e-01
1.628800e+02 1.414042e+00 -7.372470e-01
1.629600e+02 1.402501e+00 -6.202982e-01
1.630400e+02 1.389554e+00 -5.014698e-01
1.631200e+02 1.376900e+00 -3.741764e-01
1.632000e+02 1.365709e+00 -2.459526e-01
1.632800e+02 1.355096e+00 -1.145790e-01
1.633600e+02 1.345415e+00 7.640190e-03
1.634400e+02 1.337118e+00 1.444796e-01
1.635200e+02 1.328484e+00 2.814687e-01
1.636000e+02 1.320635e+00 4.104196e-01
1.636800e+02 1.314136e+00 5.491786e-01
1.637600e+02 1.309633e+00 6.815520e-01
1.638400e+02 1.307110e+00 8.136032e-01
1.639200e+02 1.305337e+00 9.374144e-01
1.640000e+02 1.305394e+00 1.048188e+00
1.640800e+02 1.307160e+00 1.154281e+00
1.641600e+02 1.310880e+00 1.251585e+00
1.642400e+02 1.316355e+00 1.347657e+00
1.643200e+02 1.324215e+00 1.428411e+00
1.644000e+02 1.331822e+00 1.498851e+00
1.644800e+02 1.338701e+00 1.558632e+00
1.645600e+02 1.344613e+00 1.607404e+00
1.646400e+02 1.349430e+00 1.644898e+00
1.647200e+02 1.353111e+00 1.670946e+00
1.648000e+02 1.355719e+00 1.686560e+00
1.648800e+02 1.357326e+00 1.689638e+00
1.649600e+02 1.357799e+00 1.678654e+00
1.650400e+02 1.356637e+00 1.668576e+00
1.651200e+02 1.354430e+00 1.642835e+00
1.652000e+02 1.351440e+00 1.603392e+00
1.652800e+02 1.348102e+00 1.550609e+00
1.653600e+02 1.343845e+00 1.490625e+00
1.654400e+02 1.339203e+00 1.418171e+00
1.655200e+02 1.335236e+00 1.340127e+00
1.656000e+02 1.331182e+00 1.254585e+00
1.656800e+02 1.327202e+00 1.162118e+00
1.657600e+02 1.323469e+00 1.063342e+00
1.658400e+02 1.319704e+00 9.520544e-01
1.659200e+02 1.315254e+00 8.383227e-01
1.660000e+02 1.311505e+00 7.203973e-01
1.660800e+02 1.308696e+00 5.961921e-01
1.661600e+02 1.306670e+00 4.733887e-01
1.662400e+02 1.306058e+00 3.463134e-01
1.663200e+02 1.306666e+00 2.098187e-01
1.664000e+02 1.307426e+00 8.077101e-02
1.664800e+02 1.309898e+00 -5.893113e-02
1.665600e+02 1.315970e+00 -1.914682e-01
1.666400e+02 1.324513e+00 -3.199585e-01
1.667200e+02 1.335394e+00 -4.474834e-01
1.668000e+02 1.348285e+00 -5.675879e-01
1.668800e+02 1.362376e+00 -6.810373e-01
1.669600e+02 1.377157e+00 -7.867318e-01
1.670400e+02 1.392054e+00 -8.858240e-01
1.671200e+02 1.406444e+00 -9.745476e-01
1.672000e+02 1.420040e+00 -1.052954e+00
1.672800e+02 1.432466e+00 -1.119042e+00
1.673600e+02 1.443851e+00 -1.184420e+00
1.674400e+02 1.455076e+00 -1.233178e+00
1.675200e+02 1.463936e+00 -1.270996e+00
1.676000e+02 1.470275e+00 -1.297818e+00
1.676800e+02 1.474099e+00 -1.310876e+00
1.677600e+02 1.475399e+00 -1.313072e+00
1.678400e+02 1.474461e+00 -1.303952e+00
1.679200e+02 1.471517e+00 -1.283610e+00
1.680000e+02 1.466768e+00 -1.253077e+00
1.680800e+02 1.460393e+00 -1.211624e+00
1.681600e+02 1.452740e+00 -1.160101e+00
1.682400e+02 1.443967e+00 -1.096150e+00
1.683200e+02 1.434249e+00 -1.024502e+00
1.684000e+02 1.424053e+00 -9.447743e-01
1.684800e+02 1.413576e+00 -8.574727e-01
1.685600e+02 1.402849e+00 -7.519375e-01
1.686400e+02 1.391760e+00 -6.385459e-01
1.687200e+02 1.379182e+00 -5.232851e-01
1.688000e+02 1.366850e+00 -3.994582e-01
1.688800e+02 1.355916e+00 -2.745559e-01
1.689600e+02 1.345480e+00 -1.463139e-01
1.690400e+02 1.335855e+00 -2.678220e-02
1.691200e+02 1.327461e+00 1.075000e-01
1.692000e+02 1.318681e+00 2.399802e-01
1.692800e+02 1.311024e+00 3.742516e-01
1.693600e+02 1.304416e+00 5.075145e-01
1.694400e+02 1.298920e+00 6.388017e-01
1.695200e+02 1.295740e+00 7.633749e-01
1.696000e+02 1.294409e+00 8.897403e-01
1.696800e+02 1.293649e+00 1.006385e+00
1.697600e+02 1.294463e+00 1.109690e+00
1.698400e+02 1.296608e+00 1.207949e+00
1.699200e+02 1.300744e+00 1.305241e+00
1.700000e+02 1.307501e+00 1.387373e+00
1.700800e+02 1.314225e+00 1.459371e+00
1.701600e+02 1.320418e+00 1.520865e+00
1.702400e+02 1.325800e+00 1.571460e+00
1.703200e+02 1.330222e+00 1.610865e+00
1.704000e+02 1.333614e+00 1.638881e+00
1.704800e+02 1.336018e+00 1.656592e+00
1.705600e+02 1.337109e+00 1.673242e+00
1.706400e+02 1.336912e+00 1.675419e+00
1.707200e+02 1.335364e+00 1.661113e+00
1.708000e+02 1.332576e+00 1.637090e+00
1.708800e+02 1.329137e+00 1.600099e+00
1.709600e+02 1.325601e+00 1.550006e+00
1.710400e+02 1.321652e+00 1.488649e+00
1.711200e+02 1.318304e+00 1.421004e+00
1.712000e+02 1.314816e+00 1.345068e+00
1.712800e+02 1.311338e+00 1.261371e+00
1.713600e+02 1.308047e+00 1.170531e+00
1.714400e+02 1.305078e+00 1.073186e+00
1.715200e+02 1.302133e+00 9.630761e-01
1.716000e+02 1.298529e+00 8.504167e-01
1.716800e+02 1.295658e+00 7.334594e-01
1.717600e+02 1.293855e+00 6.080064e-01
1.718400e+02 1.293326e+00 4.818667e-01
1.719200e+02 1.293800e+00 3.593448e-01
1.720000e+02 1.294898e+00 2.234493e-01
1.720800e+02 1.296194e+00 9.473558e-02
1.721600e+02 1.299285e+00 -4.482612e-02
1.722400e+02 1.306014e+00 -1.779946e-01
1.723200e+02 1.315336e+00 -3.076286e-01
1.724000e+02 1.326856e+00 -4.327053e-01
1.724800e+02 1.340427e+00 -5.556243e-01
1.725600e+02 1.355707e+00 -6.705682e-01
1.726400e+02 1.371823e+00 -7.781428e-01
1.727200e+02 1.388190e+00 -8.794250e-01
1.728000e+02 1.404166e+00 -9.704847e-01
1.728800e+02 1.419439e+00 -1.051312e+00
1.729600e+02 1.434003e+00 -1.130519e+00
1.730400e+02 1.448812e+00 -1.191625e+00
1.731200e+02 1.461534e+00 -1.242830e+00
1.732000e+02 1.471698e+00 -1.283161e+00
1.732800e+02 1.479231e+00 -1.312431e+00
1.733600e+02 1.484153e+00 -1.328015e+00
1.734400e+02 1.486460e+00 -1.332475e+00
1.735200e+02 1.486402e+00 -1.325415e+00
1.736000e+02 1.484200e+00 -1.306920e+00
1.736800e+02 1.480088e+00 -1.277205e+00
1.737600e+02 1.474250e+00 -1.237316e+00
1.738400e+02 1.466828e+00 -1.186730e+00
1.739200e+02 1.458288e+00 -1.126406e+00
1.740000e+02 1.448749e+00 -1.053379e+00
1.740800e+02 1.438377e+00 -9.733431e-01
1.741600e+02 1.427681e+00 -8.856791e-01
1.742400e+02 1.416589e+00 -7.821345e-01
1.743200e+02 1.405076e+00 -6.732014e-01
1.744000e+02 1.393692e+00 -5.536117e-01
1.744800e+02 1.381094e+00 -4.322381e-01
1.745600e+02 1.368900e+00 -3.026721e-01
1.746400e+02 1.358324e+00 -1.727629e-01
1.747200e+02 1.348491e+00 -4.004265e-02
1.748000e+02 1.339357e+00 8.979703e-02
1.748800e+02 1.330805e+00 2.241803e-01
1.749600e+02 1.323376e+00 3.608809e-01
1.750400e+02 1.317024e+00 4.969818e-01
1.751200e+02 1.311829e+00 6.311729e-01
1.752000e+02 1.309170e+00 7.655040e-01
1.752800e+02 1.308498e+00 8.914616e-01
1.753600e+02 1.308091e+00 1.005870e+00
1.754400e+02 1.309257e+00 1.116077e+00
1.755200e+02 1.312530e+00 1.217745e+00
1.756000e+02 1.317807e+00 1.318418e+00
1.756800e+02 1.325719e+00 1.403990e+00
1.757600e+02 1.333593e+00 1.479432e+00
1.758400e+02 1.340904e+00 1.544343e+00
1.759200e+02 1.347359e+00 1.598312e+00
1.760000e+02 1.352780e+00 1.641007e+00
1.760800e+02 1.357076e+00 1.672206e+00
1.761600e+02 1.360231e+00 1.691786e+00
1.762400e+02 1.362312e+00 1.700477e+00
1.763200e+02 1.363304e+00 1.694505e+00
1.764000e+02 1.362996e+00 1.677200e+00
1.764800e+02 1.361414e+00 1.660524e+00
1.765600e+02 1.358847e+00 1.628065e+00
1.766400e+02 1.355535e+00 1.582088e+00
1.767200e+02 1.351873e+00 1.522452e+00
1.768000e+02 1.347490e+00 1.452147e+00
1.768800e+02 1.343515e+00 1.376038e+00
1.769600e+02 1.339277e+00 1.292102e+00
1.770400e+02 1.335012e+00 1.200909e+00
1.771200e+02 1.330952e+00 1.103113e+00
1.772000e+02 1.326876e+00 9.925464e-01
1.772800e+02 1.322141e+00 8.793118e-01
1.773600e+02 1.318120e+00 7.616632e-01
1.774400e+02 1.315045e+00 6.374542e-01
1.775200e+02 1.312727e+00 5.143402e-01
1.776000e+02 1.311800e+00 3.867435e-01
1.776800e+02 1.312057e+00 2.494026e-01
1.777600e+02 1.312415e+00 1.191756e-01
1.778400e+02 1.314644e+00 -2.579724e-02
1.779200e+02 1.320727e+00 -1.577984e-01
1.780000e+02 1.328703e+00 -2.886715e-01
1.780800e+02 1.339188e+00 -4.188769e-01
1.781600e+02 1.351861e+00 -5.417957e-01
1.782400e+02 1.365912e+00 -6.582345e-01
1.783200e+02 1.380814e+00 -7.670421e-01
1.784000e+02 1.395984e+00 -8.694838e-01
1.784800e+02 1.410775e+00 -9.615484e-01
1.785600e+02 1.424896e+00 -1.043294e+00
1.786400e+02 1.437904e+00 -1.114402e+00
1.787200e+02 1.449872e+00 -1.182081e+00
1.788000e+02 1.461890e+00 -1.233927e+00
1.788800e+02 1.471530e+00 -1.274817e+00
1.789600e+02 1.478606e+00 -1.304655e+00
1.790400e+02 1.483111e+00 -1.320864e+00
1.791200e+02 1.485036e+00 -1.326005e+00
1.792000e+02 1.484640e+00 -1.319684e+00
1.792800e+02 1.482156e+00 -1.301985e+00
1.793600e+02 1.477823e+00 -1.273130e+00
1.794400e+02 1.471832e+00 -1.234269e+00
1.795200e+02 1.464341e+00 -1.184735e+00
1.796000e+02 1.455767e+00 -1.125484e+00
1.796800e+02 1.446234e+00 -1.053908e+00
1.797600e+02 1.435906e+00 -9.752298e-01
1.798400e+02 1.425251e+00 -8.889646e-01
1.799200e+02 1.414137e+00 -7.887118e-01
1.800000e+02 1.402469e+00 -6.804302e-01
1.800800e+02 1.391212e+00 -5.625570e-01
1.801600e+02 1.378656e+00 -4.429656e-01
1.802400e+02 1.366427e+00 -3.152744e-01
1.803200e+02 1.355717e+00 -1.870661e-01
1.804000e+02 1.345759e+00 -6.753957e-02
1.804800e+02 1.336963e+00 6.694433e-02
1.805600e+02 1.327686e+00 1.998297e-01
1.806400e+02 1.319465e+00 3.347460e-01
1.807200e+02 1.312344e+00 4.615247e-01
1.808000e+02 1.306609e+00 5.969736e-01
1.808800e+02 1.302849e+00 7.257031e-01
1.809600e+02 1.300935e+00 8.529249e-01
1.810400e+02 1.299631e+00 9.717825e-01
1.811200e+02 1.299967e+00 1.077398e+00
1.812000e+02 1.301784e+00 1.178185e+00
1.812800e+02 1.305305e+00 1.269921e+00
1.813600e+02 1.310349e+00 1.360315e+00
1.814400e+02 1.317608e+00 1.435229e+00
1.815200e+02 1.324489e+00 1.499715e+00
1.816000e+02 1.330573e+00 1.553471e+00
1.816800e+02 1.335662e+00 1.596186e+00
1.817600e+02 1.339665e+00 1.627629e+00
1.818400e+02 1.342630e+00 1.649040e+00
1.819200e+02 1.344617e+00 1.657853e+00
1.820000e+02 1.345510e+00 1.656366e+00
1.820800e+02 1.344908e+00 1.650721e+00
1.821600e+02 1.343018e+00 1.630447e+00
1.822400e+02 1.340312e+00 1.596519e+00
1.823200e+02 1.337330e+00 1.550883e+00
1.824000e+02 1.333582e+00 1.495639e+00
1.824800e+02 1.329169e+00 1.428229e+00
1.825600e+02 1.325359e+00 1.354980e+00
1.826400e+02 1.321429e+00 1.273968e+00
1.827200e+02 1.317555e+00 1.185760e+00
1.828000e+02 1.313917e+00 1.090971e+00
1.828800e+02 1.310243e+00 9.833779e-01
1.829600e+02 1.305861e+00 8.731042e-01
1.830400e+02 1.302144e+00 7.583701e-01
1.831200e+02 1.299331e+00 6.371506e-01
1.832000e+02 1.297446e+00 5.110508e-01
1.832800e+02 1.297065e+00 3.900497e-01
1.833600e+02 1.297196e+00 2.556149e-01
1.834400e+02 1.297421e+00 1.279511e-01
1.835200e+02 1.299631e+00 -1.061465e-02
1.836000e+02 1.305936e+00 -1.421793e-01
1.836800e+02 1.313709e+00 -2.720269e-01
1.837600e+02 1.324097e+00 -4.092961e-01
1.838400e+02 1.336879e+00 -5.271560e-01
1.839200e+02 1.350911e+00 -6.430802e-01
1.840000e+02 1.365958e+00 -7.519647e-01
1.840800e+02 1.381479e+00 -8.548377e-01
1.841600e+02 1.396836e+00 -9.477181e-01
1.842400e+02 1.411729e+00 -1.030571e+00
1.843200e+02 1.425684e+00 -1.103009e+00
1.844000e+02 1.438743e+00 -1.172246e+00
1.844800e+02 1.451948e+00 -1.225782e+00
1.845600e+02 1.462847e+00 -1.268499e+00
1.846400e+02 1.471216e+00 -1.300285e+00
1.847200e+02 1.477012e+00 -1.318793e+00
1.848000e+02 1.480218e+00 -1.326191e+00
1.848800e+02 1.481048e+00 -1.322146e+00
1.849600e+02 1.479708e+00 -1.306732e+00
1.850400e+02 1.476424e+00 -1.280155e+00
1.851200e+02 1.471376e+00 -1.243482e+00
1.852000e+02 1.464715e+00 -1.196065e+00
1.852800e+02 1.456852e+00 -1.138816e+00
1.853600e+02 1.447917e+00 -1.069073e+00
1.854400e+02 1.438071e+00 -9.920826e-01
1.855200e+02 1.427798e+00 -9.073452e-01
1.856000e+02 1.416987e+00 -8.083777e-01
1.856800e+02 1.405549e+00 -7.011841e-01
1.857600e+02 1.394459e+00 -5.842633e-01
1.858400e+02 1.382014e+00 -4.654308e-01
1.859200e+02 1.369837e+00 -3.383145e-01
1.860000e+02 1.359110e+00 -2.104775e-01
1.860800e+02 1.348952e+00 -7.972989e-02
1.861600e+02 1.339323e+00 4.837078e-02
1.862400e+02 1.330093e+00 1.811693e-01
1.863200e+02 1.321831e+00 3.164511e-01
1.864000e+02 1.314608e+00 4.439031e-01
1.864800e+02 1.308737e+00 5.805797e-01
1.865600e+02 1.304808e+00 7.107179e-01
1.866400e+02 1.302740e+00 8.398829e-01
1.867200e+02 1.301303e+00 9.607633e-01
1.868000e+02 1.301550e+00 1.068488e+00
1.868800e+02 1.303339e+00 1.171495e+00
1.869600e+02 1.306900e+00 1.265529e+00
1.870400e+02 1.312047e+00 1.358248e+00
1.871200e+02 1.319461e+00 1.435526e+00
1.872000e+02 1.326536e+00 1.502401e+00
1.872800e+02 1.332834e+00 1.558532e+00
1.873600e+02 1.338146e+00 1.603609e+00
1.874400e+02 1.342367e+00 1.637386e+00
1.875200e+02 1.345476e+00 1.659691e+00
1.876000e+02 1.347552e+00 1.671448e+00
1.876800e+02 1.348636e+00 1.672080e+00
1.877600e+02 1.348193e+00 1.668516e+00
1.878400e+02 1.346419e+00 1.650130e+00
1.879200e+02 1.343649e+00 1.620632e+00
1.880000e+02 1.340256e+00 1.576862e+00
1.880800e+02 1.336804e+00 1.522060e+00
1.881600e+02 1.332505e+00 1.455590e+00
1.882400e+02 1.328747e+00 1.383206e+00
1.883200e+02 1.324838e+00 1.302898e+00
1.884000e+02 1.320967e+00 1.215207e+00
1.884800e+02 1.317320e+00 1.120754e+00
1.885600e+02 1.313645e+00 1.013342e+00
1.886400e+02 1.309265e+00 9.030966e-01
