# Time C0_Drag C0_Lift C1_Drag C1_Lift C2_Drag C2_Lift C3_Drag C3_Lift C4_Drag C4_Lift C5_Drag C5_Lift
8.960000e+00 -4.185962e-02 -3.500098e-01 -3.153777e-01 -8.796719e-01 4.358587e-01 1.288448e+00 1.213653e-01 3.714153e-01 4.034157e-01 -1.860405e+00 1.850367e-01 -3.214204e-01
9.040000e+00 -3.416891e-02 -3.602563e-01 -3.204175e-01 -8.964341e-01 4.232192e-01 1.254379e+00 1.198236e-01 3.411074e-01 4.082028e-01 -1.888802e+00 1.933196e-01 -3.464640e-01
9.120000e+00 -2.555573e-02 -3.687363e-01 -3.247889e-01 -9.126466e-01 4.107543e-01 1.219046e+00 1.190863e-01 3.097001e-01 4.137565e-01 -1.917342e+00 2.014632e-01 -3.718327e-01
9.200000e+00 -1.776933e-02 -3.776534e-01 -3.288586e-01 -9.226969e-01 3.963568e-01 1.186603e+00 1.176601e-01 2.783890e-01 4.188280e-01 -1.946023e+00 2.080896e-01 -3.980535e-01
9.280000e+00 -7.845297e-03 -3.840314e-01 -3.320067e-01 -9.349153e-01 3.837133e-01 1.148040e+00 1.182512e-01 2.445826e-01 4.262941e-01 -1.975527e+00 2.160720e-01 -4.241038e-01
9.360000e+00 2.326731e-03 -3.833014e-01 -3.340824e-01 -9.455179e-01 3.713720e-01 1.111244e+00 1.187098e-01 2.102060e-01 4.338775e-01 -2.006336e+00 2.228075e-01 -4.481661e-01
9.440000e+00 1.217583e-02 -3.843734e-01 -3.353943e-01 -9.532321e-01 3.581184e-01 1.075298e+00 1.191690e-01 1.754927e-01 4.416567e-01 -2.036495e+00 2.282088e-01 -4.734482e-01
9.520000e+00 2.353391e-02 -3.838835e-01 -3.363457e-01 -9.634733e-01 3.463443e-01 1.037088e+00 1.207437e-01 1.389502e-01 4.510168e-01 -2.067114e+00 2.341260e-01 -4.986198e-01
9.600000e+00 3.552165e-02 -3.819140e-01 -3.365877e-01 -9.735022e-01 3.348485e-01 9.981644e-01 1.225681e-01 1.012329e-01 4.610928e-01 -2.099187e+00 2.393158e-01 -5.231875e-01
9.680000e+00 4.831520e-02 -3.784514e-01 -3.360062e-01 -9.832037e-01 3.235675e-01 9.585776e-01 1.249863e-01 6.197258e-02 4.718065e-01 -2.130855e+00 2.447837e-01 -5.476914e-01
9.760000e+00 6.174228e-02 -3.736269e-01 -3.344786e-01 -9.925544e-01 3.125948e-01 9.184955e-01 1.279262e-01 2.153489e-02 4.833689e-01 -2.162577e+00 2.501279e-01 -5.720695e-01
9.840000e+00 7.565273e-02 -3.674210e-01 -3.319967e-01 -1.001452e+00 3.018906e-01 8.779763e-01 1.313360e-01 -2.003574e-02 4.957746e-01 -2.194415e+00 2.552683e-01 -5.961929e-01
9.920000e+00 8.974770e-02 -3.559035e-01 -3.275270e-01 -1.008050e+00 2.916830e-01 8.380884e-01 1.350306e-01 -6.192785e-02 5.084998e-01 -2.225650e+00 2.590692e-01 -6.191613e-01
1.000000e+01 1.038520e-01 -3.453842e-01 -3.224567e-01 -1.014916e+00 2.815096e-01 7.974570e-01 1.391451e-01 -1.054311e-01 5.223606e-01 -2.257321e+00 2.631035e-01 -6.418905e-01
1.008000e+01 1.168358e-01 -3.323569e-01 -3.182080e-01 -1.020361e+00 2.693017e-01 7.567716e-01 1.400785e-01 -1.508096e-01 5.364249e-01 -2.297453e+00 2.657976e-01 -6.606652e-01
