# Time C0_Drag C0_Lift C1_Drag C1_Lift C2_Drag C2_Lift C3_Drag C3_Lift C4_Drag C4_Lift C5_Drag C5_Lift
3.680000e+00 -4.975080e-01 -1.682655e-02 -4.522763e-01 1.168179e+00 8.794385e-01 9.169080e-01 8.943333e-01 6.530697e-02 8.620726e-01 -9.622506e-01 -4.608815e-01 -1.383490e+00
3.760000e+00 -5.016004e-01 -2.637658e-02 -4.605063e-01 1.192025e+00 8.758106e-01 8.994835e-01 8.953189e-01 6.959685e-02 8.581161e-01 -9.502453e-01 -4.666816e-01 -1.425393e+00
3.840000e+00 -5.036126e-01 -3.446744e-02 -4.646952e-01 1.218870e+00 8.742493e-01 8.824725e-01 8.973936e-01 7.621983e-02 8.543571e-01 -9.337927e-01 -4.712099e-01 -1.465672e+00
3.920000e+00 -5.025825e-01 -4.231144e-02 -4.659051e-01 1.245892e+00 8.749838e-01 8.559658e-01 9.048355e-01 8.782195e-02 8.518927e-01 -9.157878e-01 -4.720634e-01 -1.502064e+00
4.000000e+00 -5.002055e-01 -5.240517e-02 -4.659669e-01 1.269838e+00 8.766572e-01 8.286267e-01 9.128574e-01 9.600714e-02 8.512194e-01 -8.943583e-01 -4.700897e-01 -1.538249e+00
4.080000e+00 -4.951327e-01 -6.330732e-02 -4.648942e-01 1.285408e+00 8.794504e-01 7.982006e-01 9.220034e-01 1.029881e-01 8.527729e-01 -8.719602e-01 -4.647585e-01 -1.575771e+00
4.160000e+00 -4.911079e-01 -7.413374e-02 -4.622067e-01 1.302963e+00 8.831374e-01 7.678078e-01 9.318814e-01 1.109656e-01 8.552917e-01 -8.474334e-01 -4.588681e-01 -1.613849e+00
4.240000e+00 -4.875513e-01 -8.865658e-02 -4.591956e-01 1.319882e+00 8.876647e-01 7.363955e-01 9.427381e-01 1.191730e-01 8.592487e-01 -8.213858e-01 -4.517552e-01 -1.651157e+00
4.320000e+00 -4.844181e-01 -1.042311e-01 -4.560949e-01 1.333477e+00 8.930827e-01 7.034643e-01 9.547245e-01 1.272543e-01 8.650202e-01 -7.943696e-01 -4.436192e-01 -1.688853e+00
4.400000e+00 -4.817345e-01 -1.176554e-01 -4.524430e-01 1.348969e+00 8.994847e-01 6.665232e-01 9.683477e-01 1.352974e-01 8.727750e-01 -7.661478e-01 -4.353080e-01 -1.726203e+00
4.480000e+00 -4.795457e-01 -1.259652e-01 -4.474273e-01 1.362344e+00 9.074011e-01 6.310029e-01 9.828759e-01 1.447933e-01 8.816278e-01 -7.364116e-01 -4.281643e-01 -1.762219e+00
4.560000e+00 -4.776711e-01 -1.377526e-01 -4.416809e-01 1.375481e+00 9.169183e-01 5.958329e-01 9.988919e-01 1.554468e-01 8.917199e-01 -7.017434e-01 -4.217332e-01 -1.800911e+00
4.640000e+00 -4.732676e-01 -1.471957e-01 -4.339491e-01 1.386397e+00 9.287714e-01 5.544795e-01 1.017257e+00 1.662587e-01 9.030490e-01 -6.703241e-01 -4.159561e-01 -1.825587e+00
4.720000e+00 -4.663469e-01 -1.593957e-01 -4.259797e-01 1.395909e+00 9.422401e-01 5.194203e-01 1.037420e+00 1.703879e-01 9.169584e-01 -6.339755e-01 -4.099007e-01 -1.844876e+00
4.800000e+00 -4.611425e-01 -1.728114e-01 -4.206282e-01 1.409312e+00 9.547450e-01 4.835998e-01 1.057354e+00 1.773146e-01 9.324646e-01 -6.022031e-01 -4.056839e-01 -1.871071e+00
4.880000e+00 -4.557487e-01 -1.866944e-01 -4.165500e-01 1.421381e+00 9.672898e-01 4.487810e-01 1.076835e+00 1.846037e-01 9.489386e-01 -5.718554e-01 -4.020818e-01 -1.895203e+00
4.960000e+00 -4.504614e-01 -2.046927e-01 -4.144460e-01 1.432328e+00 9.794195e-01 4.148790e-01 1.095600e+00 1.914822e-01 9.658291e-01 -5.438185e-01 -3.980814e-01 -1.918883e+00
5.040000e+00 -4.417626e-01 -2.219260e-01 -4.108225e-01 1.446226e+00 9.920238e-01 3.807476e-01 1.116505e+00 1.940907e-01 9.832544e-01 -5.113781e-01 -3.938370e-01 -1.928169e+00
5.120000e+00 -4.323408e-01 -2.375004e-01 -4.092267e-01 1.459955e+00 1.004656e+00 3.446790e-01 1.136855e+00 1.971693e-01 1.001758e+00 -4.850112e-01 -3.897326e-01 -1.939279e+00
5.200000e+00 -4.229482e-01 -2.540518e-01 -4.099378e-01 1.476081e+00 1.016990e+00 3.107842e-01 1.156859e+00 1.991312e-01 1.019420e+00 -4.605933e-01 -3.842669e-01 -1.949023e+00
5.280000e+00 -4.113780e-01 -2.769715e-01 -4.106144e-01 1.491688e+00 1.028715e+00 2.821286e-01 1.175598e+00 2.033660e-01 1.033277e+00 -4.357347e-01 -3.788973e-01 -1.951048e+00
5.360000e+00 -4.010001e-01 -3.010264e-01 -4.130214e-01 1.514979e+00 1.039764e+00 2.581092e-01 1.194623e+00 2.093891e-01 1.045205e+00 -4.065890e-01 -3.744364e-01 -1.950281e+00
5.440000e+00 -3.918042e-01 -3.158088e-01 -4.164353e-01 1.541659e+00 1.050081e+00 2.381821e-01 1.210936e+00 2.150898e-01 1.052479e+00 -3.807393e-01 -3.706185e-01 -1.949059e+00
5.520000e+00 -3.818944e-01 -3.347965e-01 -4.227519e-01 1.566666e+00 1.057823e+00 2.200580e-01 1.225213e+00 2.131133e-01 1.059921e+00 -3.556311e-01 -3.645416e-01 -1.944193e+00
5.600000e+00 -3.727218e-01 -3.553770e-01 -4.306676e-01 1.592004e+00 1.064237e+00 2.042428e-01 1.236866e+00 2.125134e-01 1.064234e+00 -3.330020e-01 -3.578754e-01 -1.941006e+00
5.680000e+00 -3.609692e-01 -3.744324e-01 -4.402477e-01 1.608185e+00 1.068073e+00 1.867675e-01 1.247985e+00 2.094852e-01 1.068061e+00 -3.120548e-01 -3.478197e-01 -1.936036e+00
5.760000e+00 -3.507596e-01 -3.953122e-01 -4.528175e-01 1.629332e+00 1.070511e+00 1.737887e-01 1.256187e+00 2.063733e-01 1.068861e+00 -2.960872e-01 -3.372297e-01 -1.931552e+00
5.840000e+00 -3.395460e-01 -4.187007e-01 -4.651782e-01 1.651163e+00 1.072923e+00 1.640868e-01 1.263398e+00 2.045541e-01 1.067890e+00 -2.767173e-01 -3.258051e-01 -1.923187e+00
5.920000e+00 -3.261951e-01 -4.463195e-01 -4.760600e-01 1.673914e+00 1.076257e+00 1.576836e-01 1.270283e+00 2.045301e-01 1.063497e+00 -2.531341e-01 -3.130936e-01 -1.903997e+00
6.000000e+00 -3.085305e-01 -4.746559e-01 -4.864526e-01 1.689679e+00 1.078723e+00 1.498652e-01 1.277886e+00 2.027113e-01 1.059563e+00 -2.280453e-01 -2.975110e-01 -1.873317e+00
6.080000e+00 -2.929731e-01 -5.038002e-01 -4.998720e-01 1.713793e+00 1.079912e+00 1.459321e-01 1.283662e+00 2.001179e-01 1.055486e+00 -2.047316e-01 -2.804661e-01 -1.843857e+00
6.160000e+00 -2.773809e-01 -5.411217e-01 -5.141306e-01 1.736396e+00 1.080929e+00 1.430861e-01 1.289274e+00 1.972226e-01 1.051490e+00 -1.782648e-01 -2.602563e-01 -1.814762e+00
6.240000e+00 -2.624441e-01 -5.791688e-01 -5.290759e-01 1.759267e+00 1.081093e+00 1.441901e-01 1.293567e+00 1.940603e-01 1.046989e+00 -1.518418e-01 -2.379617e-01 -1.782913e+00
6.320000e+00 -2.483940e-01 -6.183294e-01 -5.440128e-01 1.782699e+00 1.080211e+00 1.453940e-01 1.297261e+00 1.905105e-01 1.042806e+00 -1.252040e-01 -2.138300e-01 -1.748520e+00
6.400000e+00 -2.357350e-01 -6.599016e-01 -5.590256e-01 1.805060e+00 1.079175e+00 1.508690e-01 1.300247e+00 1.876783e-01 1.038361e+00 -9.602759e-02 -1.891138e-01 -1.712829e+00
6.480000e+00 -2.215058e-01 -7.025777e-01 -5.730335e-01 1.812369e+00 1.077227e+00 1.614003e-01 1.301000e+00 1.838126e-01 1.034267e+00 -6.104969e-02 -1.615094e-01 -1.678033e+00
6.560000e+00 -2.097408e-01 -7.490056e-01 -5.876046e-01 1.824661e+00 1.077465e+00 1.696757e-01 1.303492e+00 1.867745e-01 1.031222e+00 -3.067262e-02 -1.352111e-01 -1.642693e+00
6.640000e+00 -1.996631e-01 -7.965597e-01 -6.021318e-01 1.837166e+00 1.077493e+00 1.786575e-01 1.305564e+00 1.862916e-01 1.029561e+00 -5.378184e-04 -1.087352e-01 -1.605280e+00
6.720000e+00 -1.910339e-01 -8.454420e-01 -6.165265e-01 1.849425e+00 1.077578e+00 1.872531e-01 1.307772e+00 1.851047e-01 1.029027e+00 2.974091e-02 -8.257757e-02 -1.566033e+00
6.800000e+00 -1.840331e-01 -8.956112e-01 -6.310029e-01 1.861284e+00 1.077677e+00 1.951186e-01 1.310164e+00 1.835443e-01 1.029500e+00 5.972357e-02 -5.709212e-02 -1.526407e+00
6.880000e+00 -1.783608e-01 -9.469351e-01 -6.455871e-01 1.871784e+00 1.077853e+00 2.019104e-01 1.312885e+00 1.816764e-01 1.031013e+00 8.914128e-02 -3.242385e-02 -1.486845e+00
6.960000e+00 -1.726644e-01 -9.998442e-01 -6.595325e-01 1.882158e+00 1.078537e+00 2.082130e-01 1.316147e+00 1.803864e-01 1.033228e+00 1.188105e-01 -9.000435e-03 -1.444142e+00
7.040000e+00 -1.689954e-01 -1.053899e+00 -6.739929e-01 1.892336e+00 1.079159e+00 2.133209e-01 1.319729e+00 1.787862e-01 1.036180e+00 1.472485e-01 1.305569e-02 -1.403437e+00
7.120000e+00 -1.669966e-01 -1.108628e+00 -6.891114e-01 1.901476e+00 1.079595e+00 2.170933e-01 1.323358e+00 1.769132e-01 1.039691e+00 1.729440e-01 3.394687e-02 -1.363995e+00
7.200000e+00 -1.662343e-01 -1.164201e+00 -7.045528e-01 1.909438e+00 1.080203e+00 2.195438e-01 1.327484e+00 1.751878e-01 1.043456e+00 1.983254e-01 5.408558e-02 -1.326751e+00
7.280000e+00 -1.617266e-01 -1.225781e+00 -7.161818e-01 1.914735e+00 1.085393e+00 2.205331e-01 1.333440e+00 1.829849e-01 1.044166e+00 2.281302e-01 7.222069e-02 -1.276524e+00
7.360000e+00 -1.598628e-01 -1.285400e+00 -7.303748e-01 1.920893e+00 1.089141e+00 2.201629e-01 1.339346e+00 1.863730e-01 1.046813e+00 2.521933e-01 9.009764e-02 -1.233049e+00
7.440000e+00 -1.593367e-01 -1.349704e+00 -7.465522e-01 1.925660e+00 1.092189e+00 2.179227e-01 1.345383e+00 1.890088e-01 1.050218e+00 2.731497e-01 1.101821e-01 -1.194356e+00
7.520000e+00 -1.588503e-01 -1.415746e+00 -7.651220e-01 1.921134e+00 1.093754e+00 2.112260e-01 1.351889e+00 1.897245e-01 1.055330e+00 2.899523e-01 1.329180e-01 -1.162248e+00
7.600000e+00 -1.597787e-01 -1.481090e+00 -7.830073e-01 1.916947e+00 1.096558e+00 2.054797e-01 1.358390e+00 1.935012e-01 1.059166e+00 3.065242e-01 1.541452e-01 -1.133090e+00
7.680000e+00 -1.588242e-01 -1.549812e+00 -7.983431e-01 1.916359e+00 1.102170e+00 2.021593e-01 1.366579e+00 2.010935e-01 1.061999e+00 3.305447e-01 1.748929e-01 -1.100509e+00
7.760000e+00 -1.582575e-01 -1.618249e+00 -8.135512e-01 1.911597e+00 1.107696e+00 1.961798e-01 1.374752e+00 2.081813e-01 1.066403e+00 3.483103e-01 1.965070e-01 -1.069433e+00
7.840000e+00 -1.584748e-01 -1.688652e+00 -8.301631e-01 1.904988e+00 1.112337e+00 1.881121e-01 1.382494e+00 2.144685e-01 1.070250e+00 3.618660e-01 2.200839e-01 -1.045140e+00
7.920000e+00 -1.596623e-01 -1.763171e+00 -8.492428e-01 1.896734e+00 1.115605e+00 1.780830e-01 1.389763e+00 2.200516e-01 1.074232e+00 3.719427e-01 2.473033e-01 -1.023311e+00
8.000000e+00 -1.594794e-01 -1.833800e+00 -8.679643e-01 1.882304e+00 1.118714e+00 1.667211e-01 1.396876e+00 2.264154e-01 1.077700e+00 3.800796e-01 2.748270e-01 -1.004187e+00
8.080000e+00 -1.597559e-01 -1.902662e+00 -8.859781e-01 1.866684e+00 1.121677e+00 1.551721e-01 1.403545e+00 2.340281e-01 1.080302e+00 3.865563e-01 3.022419e-01 -9.867836e-01
8.160000e+00 -1.595400e-01 -1.972133e+00 -9.037244e-01 1.848571e+00 1.124204e+00 1.428357e-01 1.409741e+00 2.421039e-01 1.082459e+00 3.907784e-01 3.307034e-01 -9.710144e-01
8.240000e+00 -1.608268e-01 -2.039385e+00 -9.228215e-01 1.827841e+00 1.124676e+00 1.292037e-01 1.414280e+00 2.488541e-01 1.085059e+00 3.887155e-01 3.604987e-01 -9.652316e-01
8.320000e+00 -1.528786e-01 -2.107188e+00 -9.391491e-01 1.792400e+00 1.125216e+00 1.125378e-01 1.420175e+00 2.567547e-01 1.088265e+00 3.884348e-01 3.938972e-01 -9.474761e-01
8.400000e+00 -1.478823e-01 -2.179478e+00 -9.541595e-01 1.763083e+00 1.127015e+00 9.607096e-02 1.425836e+00 2.672261e-01 1.090080e+00 3.874840e-01 4.244690e-01 -9.344977e-01
8.480000e+00 -1.427177e-01 -2.249673e+00 -9.685727e-01 1.731696e+00 1.128420e+00 7.632463e-02 1.430854e+00 2.760930e-01 1.092400e+00 3.791371e-01 4.569868e-01 -9.208454e-01
8.560000e+00 -1.409485e-01 -2.316595e+00 -9.849011e-01 1.693818e+00 1.128688e+00 5.808797e-02 1.434399e+00 2.834752e-01 1.095274e+00 3.681145e-01 4.923406e-01 -9.222971e-01
8.640000e+00 -1.357856e-01 -2.383649e+00 -9.990679e-01 1.651359e+00 1.128104e+00 4.112522e-02 1.435990e+00 2.928266e-01 1.096812e+00 3.526274e-01 5.289091e-01 -9.191248e-01
8.720000e+00 -1.300228e-01 -2.456119e+00 -1.013663e+00 1.603444e+00 1.125883e+00 2.311278e-02 1.436745e+00 3.011954e-01 1.097310e+00 3.366083e-01 5.696205e-01 -9.214341e-01
8.800000e+00 -1.241884e-01 -2.534074e+00 -1.029474e+00 1.548463e+00 1.122021e+00 1.945600e-03 1.437355e+00 3.080260e-01 1.098665e+00 3.179019e-01 6.143096e-01 -9.288477e-01
8.880000e+00 -1.173127e-01 -2.604931e+00 -1.042549e+00 1.488887e+00 1.117420e+00 -1.701361e-02 1.437121e+00 3.167637e-01 1.099465e+00 2.986082e-01 6.596826e-01 -9.393616e-01
8.960000e+00 -1.085327e-01 -2.663614e+00 -1.050600e+00 1.424893e+00 1.114075e+00 -3.366503e-02 1.436516e+00 3.281808e-01 1.098849e+00 2.804766e-01 7.011632e-01 -9.504349e-01
9.040000e+00 -9.944437e-02 -2.730786e+00 -1.059511e+00 1.359600e+00 1.109389e+00 -5.067234e-02 1.434950e+00 3.378220e-01 1.098887e+00 2.591744e-01 7.471233e-01 -9.636216e-01
9.120000e+00 -8.898518e-02 -2.797213e+00 -1.067553e+00 1.291179e+00 1.103704e+00 -6.686232e-02 1.432516e+00 3.472357e-01 1.099024e+00 2.364750e-01 7.948070e-01 -9.792262e-01
9.200000e+00 -7.205044e-02 -2.866568e+00 -1.072200e+00 1.217505e+00 1.099313e+00 -8.140805e-02 1.430365e+00 3.584639e-01 1.098489e+00 2.160556e-01 8.438011e-01 -9.847517e-01
9.280000e+00 -5.704476e-02 -2.939693e+00 -1.076163e+00 1.139597e+00 1.095123e+00 -8.679680e-02 1.426581e+00 3.711584e-01 1.095940e+00 1.965164e-01 8.924248e-01 -9.896219e-01
9.360000e+00 -4.629116e-02 -3.011921e+00 -1.079604e+00 1.070410e+00 1.090289e+00 -9.268765e-02 1.421767e+00 3.828604e-01 1.093291e+00 1.758051e-01 9.428893e-01 -9.942308e-01
9.440000e+00 -3.742441e-02 -3.078503e+00 -1.084203e+00 1.002102e+00 1.080468e+00 -9.577461e-02 1.415988e+00 3.829564e-01 1.093926e+00 1.526273e-01 9.968540e-01 -1.002892e+00
9.520000e+00 -2.490924e-02 -3.136836e+00 -1.091995e+00 9.236239e-01 1.065898e+00 -1.121277e-01 1.415453e+00 3.737765e-01 1.100734e+00 1.257139e-01 1.056996e+00 -1.019629e+00
9.600000e+00 -1.818030e-02 -3.199775e+00 -1.099622e+00 8.506382e-01 1.051149e+00 -1.201454e-01 1.411036e+00 3.724227e-01 1.104951e+00 9.939084e-02 1.113925e+00 -1.044428e+00
9.680000e+00 -1.076827e-02 -3.261578e+00 -1.105294e+00 7.664965e-01 1.036772e+00 -1.308597e-01 1.407766e+00 3.700406e-01 1.109756e+00 7.861465e-02 1.172313e+00 -1.068495e+00
9.760000e+00 -1.306516e-02 -3.321673e+00 -1.116216e+00 6.916818e-01 1.019884e+00 -1.381421e-01 1.401830e+00 3.651906e-01 1.116382e+00 5.182617e-02 1.227117e+00 -1.119309e+00
9.840000e+00 -1.480913e-02 -3.381404e+00 -1.125971e+00 6.022228e-01 1.002958e+00 -1.467079e-01 1.396651e+00 3.598736e-01 1.122369e+00 2.703204e-02 1.278350e+00 -1.178041e+00
9.920000e+00 -2.193026e-02 -3.437616e+00 -1.139251e+00 5.133186e-01 9.836238e-01 -1.662387e-01 1.396149e+00 3.499958e-01 1.133300e+00 1.153717e-04 1.326426e+00 -1.250148e+00
1.000000e+01 -3.353948e-02 -3.497208e+00 -1.153478e+00 4.239636e-01 9.653097e-01 -1.795373e-01 1.392326e+00 3.425101e-01 1.143792e+00 -2.586826e-02 1.364234e+00 -1.342091e+00
1.008000e+01 -5.090643e-02 -3.555884e+00 -1.168424e+00 3.288727e-01 9.458109e-01 -1.922545e-01 1.387741e+00 3.334337e-01 1.155954e+00 -5.185349e-02 1.392366e+00 -1.454744e+00
1.016000e+01 -7.021824e-02 -3.614399e+00 -1.184367e+00 2.311991e-01 9.233536e-01 -2.014397e-01 1.379121e+00 3.175296e-01 1.171590e+00 -8.246729e-02 1.409313e+00 -1.564298e+00
